record_id,synthetic_label,name,type,operator,area,area_id,state,region,lat,lng,status,cash_availability,accessibility,road_access,source_type,scenario_label,data_label,notes
SYN-AP-0029,SYNTHETIC_RECORD,Federal Bank Branch Mumbai Zone 4,Bank,Federal Bank,Mumbai,MUM,Maharashtra,West,19.010449,72.890562,active,branch_cash_service,business_hours,rural_road,mock_osm_style,dense_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0030,SYNTHETIC_RECORD,Canara Bank Branch Mumbai Zone 5,Bank,Canara Bank,Mumbai,MUM,Maharashtra,West,19.107137,72.877848,active,branch_cash_service,business_hours,market_road,mock_osm_style,dense_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0031,SYNTHETIC_RECORD,HDFC Bank ATM Bengaluru Zone 1,ATM,HDFC Bank,Bengaluru,BLR,Karnataka,South,12.885648,77.678083,active,low,24x7,rural_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0032,SYNTHETIC_RECORD,HDFC Bank ATM Bengaluru Zone 2,ATM,HDFC Bank,Bengaluru,BLR,Karnataka,South,12.995741,77.676943,active,high,24x7,market_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0033,SYNTHETIC_RECORD,HDFC Bank ATM Bengaluru Zone 3,ATM,HDFC Bank,Bengaluru,BLR,Karnataka,South,13.037486,77.682826,active,high,24x7,main_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0034,SYNTHETIC_RECORD,PNB ATM Bengaluru Zone 4,ATM,PNB,Bengaluru,BLR,Karnataka,South,12.927363,77.518914,active,medium,24x7,residential_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0035,SYNTHETIC_RECORD,HDFC Bank ATM Bengaluru Zone 5,ATM,HDFC Bank,Bengaluru,BLR,Karnataka,South,13.026611,77.575959,active,high,24x7,market_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0036,SYNTHETIC_RECORD,Union Bank ATM Bengaluru Zone 6,ATM,Union Bank,Bengaluru,BLR,Karnataka,South,12.892817,77.606187,active,high,24x7,rural_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0037,SYNTHETIC_RECORD,HDFC Bank ATM Bengaluru Zone 7,ATM,HDFC Bank,Bengaluru,BLR,Karnataka,South,12.934122,77.642866,active,low,24x7,rural_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0038,SYNTHETIC_RECORD,Union Bank ATM Bengaluru Zone 8,ATM,Union Bank,Bengaluru,BLR,Karnataka,South,12.906971,77.565198,active,high,24x7,market_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0039,SYNTHETIC_RECORD,PNB Branch Bengaluru Zone 1,Bank,PNB,Bengaluru,BLR,Karnataka,South,12.905475,77.552198,temporarily_unavailable,branch_cash_service,business_hours,residential_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0040,SYNTHETIC_RECORD,Axis Bank Branch Bengaluru Zone 2,Bank,Axis Bank,Bengaluru,BLR,Karnataka,South,12.899321,77.513138,active,branch_cash_service,business_hours,rural_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0041,SYNTHETIC_RECORD,Axis Bank Branch Bengaluru Zone 3,Bank,Axis Bank,Bengaluru,BLR,Karnataka,South,12.963743,77.552691,active,branch_cash_service,business_hours,market_road,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0042,SYNTHETIC_RECORD,PNB Branch Bengaluru Zone 4,Bank,PNB,Bengaluru,BLR,Karnataka,South,13.000481,77.658426,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,tech_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0043,SYNTHETIC_RECORD,HDFC Bank ATM Chennai Zone 1,ATM,HDFC Bank,Chennai,CHE,Tamil Nadu,South,13.016847,80.182091,active,high,24x7,residential_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0044,SYNTHETIC_RECORD,ICICI Bank ATM Chennai Zone 2,ATM,ICICI Bank,Chennai,CHE,Tamil Nadu,South,13.127147,80.325719,active,high,24x7,market_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0045,SYNTHETIC_RECORD,HDFC Bank ATM Chennai Zone 3,ATM,HDFC Bank,Chennai,CHE,Tamil Nadu,South,12.995867,80.298689,active,low,24x7,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0046,SYNTHETIC_RECORD,Union Bank ATM Chennai Zone 4,ATM,Union Bank,Chennai,CHE,Tamil Nadu,South,13.003791,80.217702,active,medium,24x7,transit_hub,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0047,SYNTHETIC_RECORD,Federal Bank ATM Chennai Zone 5,ATM,Federal Bank,Chennai,CHE,Tamil Nadu,South,13.171597,80.239813,active,low,24x7,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0048,SYNTHETIC_RECORD,SBI ATM Chennai Zone 6,ATM,SBI,Chennai,CHE,Tamil Nadu,South,13.084529,80.291938,active,medium,24x7,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0049,SYNTHETIC_RECORD,Canara Bank ATM Chennai Zone 7,ATM,Canara Bank,Chennai,CHE,Tamil Nadu,South,13.160515,80.252751,active,medium,24x7,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0050,SYNTHETIC_RECORD,ICICI Bank Branch Chennai Zone 1,Bank,ICICI Bank,Chennai,CHE,Tamil Nadu,South,13.165011,80.233688,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0051,SYNTHETIC_RECORD,HDFC Bank Branch Chennai Zone 2,Bank,HDFC Bank,Chennai,CHE,Tamil Nadu,South,13.01015,80.274305,active,branch_cash_service,business_hours,residential_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0052,SYNTHETIC_RECORD,Canara Bank Branch Chennai Zone 3,Bank,Canara Bank,Chennai,CHE,Tamil Nadu,South,13.016709,80.244403,active,branch_cash_service,business_hours,market_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0053,SYNTHETIC_RECORD,Federal Bank Branch Chennai Zone 4,Bank,Federal Bank,Chennai,CHE,Tamil Nadu,South,13.148879,80.27625,active,branch_cash_service,business_hours,market_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0054,SYNTHETIC_RECORD,Canara Bank ATM Hyderabad Zone 1,ATM,Canara Bank,Hyderabad,HYD,Telangana,South,17.371178,78.44241,active,low,24x7,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0055,SYNTHETIC_RECORD,Canara Bank ATM Hyderabad Zone 2,ATM,Canara Bank,Hyderabad,HYD,Telangana,South,17.41891,78.455921,active,high,24x7,transit_hub,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0056,SYNTHETIC_RECORD,Axis Bank ATM Hyderabad Zone 3,ATM,Axis Bank,Hyderabad,HYD,Telangana,South,17.415221,78.514968,active,high,24x7,market_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0057,SYNTHETIC_RECORD,Axis Bank ATM Hyderabad Zone 4,ATM,Axis Bank,Hyderabad,HYD,Telangana,South,17.358232,78.490922,active,medium,24x7,rural_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0058,SYNTHETIC_RECORD,HDFC Bank ATM Hyderabad Zone 5,ATM,HDFC Bank,Hyderabad,HYD,Telangana,South,17.368882,78.441838,active,high,24x7,rural_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0059,SYNTHETIC_RECORD,Canara Bank ATM Hyderabad Zone 6,ATM,Canara Bank,Hyderabad,HYD,Telangana,South,17.45597,78.540682,active,low,24x7,residential_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0060,SYNTHETIC_RECORD,Axis Bank ATM Hyderabad Zone 7,ATM,Axis Bank,Hyderabad,HYD,Telangana,South,17.40304,78.464428,active,medium,24x7,rural_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0061,SYNTHETIC_RECORD,Axis Bank Branch Hyderabad Zone 1,Bank,Axis Bank,Hyderabad,HYD,Telangana,South,17.389163,78.471872,active,branch_cash_service,business_hours,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0062,SYNTHETIC_RECORD,PNB Branch Hyderabad Zone 2,Bank,PNB,Hyderabad,HYD,Telangana,South,17.376532,78.482981,active,branch_cash_service,business_hours,rural_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0063,SYNTHETIC_RECORD,SBI Branch Hyderabad Zone 3,Bank,SBI,Hyderabad,HYD,Telangana,South,17.317152,78.432494,active,branch_cash_service,business_hours,main_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0064,SYNTHETIC_RECORD,HDFC Bank Branch Hyderabad Zone 4,Bank,HDFC Bank,Hyderabad,HYD,Telangana,South,17.420009,78.539044,active,branch_cash_service,business_hours,market_road,mock_osm_style,metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0065,SYNTHETIC_RECORD,ICICI Bank ATM Kolkata Zone 1,ATM,ICICI Bank,Kolkata,KOL,West Bengal,East,22.617558,88.427306,active,low,24x7,transit_hub,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0066,SYNTHETIC_RECORD,Union Bank ATM Kolkata Zone 2,ATM,Union Bank,Kolkata,KOL,West Bengal,East,22.533921,88.305969,active,high,24x7,market_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0067,SYNTHETIC_RECORD,Axis Bank ATM Kolkata Zone 3,ATM,Axis Bank,Kolkata,KOL,West Bengal,East,22.625647,88.445545,active,medium,24x7,rural_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0068,SYNTHETIC_RECORD,Axis Bank ATM Kolkata Zone 4,ATM,Axis Bank,Kolkata,KOL,West Bengal,East,22.657409,88.350377,active,high,24x7,main_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0069,SYNTHETIC_RECORD,Federal Bank ATM Kolkata Zone 5,ATM,Federal Bank,Kolkata,KOL,West Bengal,East,22.597421,88.306613,active,medium,24x7,residential_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0070,SYNTHETIC_RECORD,Canara Bank ATM Kolkata Zone 6,ATM,Canara Bank,Kolkata,KOL,West Bengal,East,22.532442,88.433491,active,medium,24x7,residential_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0071,SYNTHETIC_RECORD,Canara Bank ATM Kolkata Zone 7,ATM,Canara Bank,Kolkata,KOL,West Bengal,East,22.57363,88.340632,active,low,24x7,rural_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0072,SYNTHETIC_RECORD,Axis Bank Branch Kolkata Zone 1,Bank,Axis Bank,Kolkata,KOL,West Bengal,East,22.488423,88.3261,active,branch_cash_service,business_hours,rural_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0073,SYNTHETIC_RECORD,Union Bank Branch Kolkata Zone 2,Bank,Union Bank,Kolkata,KOL,West Bengal,East,22.527434,88.37265,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0074,SYNTHETIC_RECORD,Axis Bank Branch Kolkata Zone 3,Bank,Axis Bank,Kolkata,KOL,West Bengal,East,22.53744,88.2981,active,branch_cash_service,business_hours,main_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0075,SYNTHETIC_RECORD,ICICI Bank Branch Kolkata Zone 4,Bank,ICICI Bank,Kolkata,KOL,West Bengal,East,22.52026,88.31528,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0076,SYNTHETIC_RECORD,HDFC Bank ATM Kochi Zone 1,ATM,HDFC Bank,Kochi,KOC,Kerala,South,9.879581,76.302038,active,low,24x7,residential_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0077,SYNTHETIC_RECORD,Federal Bank ATM Kochi Zone 2,ATM,Federal Bank,Kochi,KOC,Kerala,South,9.950921,76.29734,active,low,24x7,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0078,SYNTHETIC_RECORD,Canara Bank ATM Kochi Zone 3,ATM,Canara Bank,Kochi,KOC,Kerala,South,10.018905,76.262928,active,low,24x7,residential_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0079,SYNTHETIC_RECORD,HDFC Bank ATM Kochi Zone 4,ATM,HDFC Bank,Kochi,KOC,Kerala,South,9.883232,76.256305,active,high,24x7,main_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0080,SYNTHETIC_RECORD,PNB ATM Kochi Zone 5,ATM,PNB,Kochi,KOC,Kerala,South,9.885187,76.192143,active,high,24x7,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0081,SYNTHETIC_RECORD,ICICI Bank ATM Kochi Zone 6,ATM,ICICI Bank,Kochi,KOC,Kerala,South,9.987901,76.314924,temporarily_unavailable,none,24x7,rural_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0082,SYNTHETIC_RECORD,SBI Branch Kochi Zone 1,Bank,SBI,Kochi,KOC,Kerala,South,10.006195,76.226651,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0083,SYNTHETIC_RECORD,Federal Bank Branch Kochi Zone 2,Bank,Federal Bank,Kochi,KOC,Kerala,South,9.896875,76.267455,temporarily_unavailable,branch_cash_service,business_hours,rural_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0084,SYNTHETIC_RECORD,ICICI Bank Branch Kochi Zone 3,Bank,ICICI Bank,Kochi,KOC,Kerala,South,9.923347,76.29656,active,branch_cash_service,business_hours,main_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0085,SYNTHETIC_RECORD,PNB Branch Kochi Zone 4,Bank,PNB,Kochi,KOC,Kerala,South,9.983382,76.349165,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0086,SYNTHETIC_RECORD,PNB ATM Ahmedabad Zone 1,ATM,PNB,Ahmedabad,AMD,Gujarat,West,23.014053,72.609521,active,high,24x7,main_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0087,SYNTHETIC_RECORD,SBI ATM Ahmedabad Zone 2,ATM,SBI,Ahmedabad,AMD,Gujarat,West,23.033202,72.522686,active,low,24x7,residential_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0088,SYNTHETIC_RECORD,Federal Bank ATM Ahmedabad Zone 3,ATM,Federal Bank,Ahmedabad,AMD,Gujarat,West,23.010554,72.603229,active,medium,24x7,market_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0089,SYNTHETIC_RECORD,HDFC Bank ATM Ahmedabad Zone 4,ATM,HDFC Bank,Ahmedabad,AMD,Gujarat,West,22.937026,72.56665,active,medium,24x7,market_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0090,SYNTHETIC_RECORD,HDFC Bank ATM Ahmedabad Zone 5,ATM,HDFC Bank,Ahmedabad,AMD,Gujarat,West,23.085212,72.500751,active,high,24x7,residential_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0091,SYNTHETIC_RECORD,Canara Bank Branch Ahmedabad Zone 1,Bank,Canara Bank,Ahmedabad,AMD,Gujarat,West,23.059295,72.506539,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0092,SYNTHETIC_RECORD,Canara Bank Branch Ahmedabad Zone 2,Bank,Canara Bank,Ahmedabad,AMD,Gujarat,West,23.028455,72.610125,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0093,SYNTHETIC_RECORD,Axis Bank Branch Ahmedabad Zone 3,Bank,Axis Bank,Ahmedabad,AMD,Gujarat,West,23.009401,72.539899,active,branch_cash_service,business_hours,market_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0094,SYNTHETIC_RECORD,HDFC Bank ATM Jaipur Zone 1,ATM,HDFC Bank,Jaipur,JAI,Rajasthan,North,26.955609,75.733653,active,high,24x7,main_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0095,SYNTHETIC_RECORD,PNB ATM Jaipur Zone 2,ATM,PNB,Jaipur,JAI,Rajasthan,North,26.853243,75.782033,active,low,24x7,main_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0096,SYNTHETIC_RECORD,Axis Bank ATM Jaipur Zone 3,ATM,Axis Bank,Jaipur,JAI,Rajasthan,North,26.857431,75.754752,active,medium,24x7,market_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0097,SYNTHETIC_RECORD,SBI ATM Jaipur Zone 4,ATM,SBI,Jaipur,JAI,Rajasthan,North,26.84398,75.771547,active,medium,24x7,market_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0098,SYNTHETIC_RECORD,Federal Bank ATM Jaipur Zone 5,ATM,Federal Bank,Jaipur,JAI,Rajasthan,North,26.918724,75.826276,active,low,24x7,rural_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
